Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Negative,Low,Someshwar,2024-03-15,412306,mr
शाळेची इमारत खराब झाली आहे.,Education,Neutral,High,Malegaon,2024-08-04,413115,mr
Sanitation facilities are not adequate in the village.,Electricity,Positive,Low,Someshwar,2024-02-27,412306,en
Sanitation facilities are not adequate in the village.,Road,Neutral,Medium,Someshwar,2024-12-05,412306,en
Sanitation facilities are not adequate in the village.,Sanitation,Negative,Low,Supa,2024-09-15,413109,en
Sanitation facilities are not adequate in the village.,Water,Positive,Medium,Someshwar,2025-04-27,412306,en
Electricity supply is irregular in our area.,Education,Negative,Medium,Supa,2024-07-30,413109,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Neutral,Medium,Pandare,2025-02-13,413103,mr
No water supply in the village since several days.,Water,Positive,High,Katphal,2024-09-12,413111,en
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Neutral,Low,Malegaon,2025-03-22,413115,mr
No water supply in the village since several days.,Sanitation,Negative,Medium,Someshwar,2025-07-18,412306,en
No water supply in the village since several days.,Road,Neutral,High,Pandare,2024-04-14,413103,en
शाळेची इमारत खराब झाली आहे.,Electricity,Negative,Medium,Baramati,2025-04-05,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Positive,Medium,Katphal,2024-12-16,413111,mr
Sanitation facilities are not adequate in the village.,Electricity,Negative,Low,Malegaon,2025-02-18,413115,en
Electricity supply is irregular in our area.,Education,Neutral,Low,Someshwar,2024-08-27,412306,en
Road conditions are very poor and dangerous.,Health,Positive,Medium,Nimbut,2025-06-01,413110,en
Sanitation facilities are not adequate in the village.,Water,Negative,Medium,Baramati,2024-08-22,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Neutral,High,Morgaon,2025-08-10,413304,mr
Electricity supply is irregular in our area.,Water,Neutral,Low,Pandare,2024-09-23,413103,en
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Neutral,High,Supa,2025-01-18,413109,mr
Electricity supply is irregular in our area.,Health,Positive,Low,Supa,2024-06-01,413109,en
Medicines are not available at the PHC.,Electricity,Neutral,Low,Malegaon,2025-03-24,413115,en
Road conditions are very poor and dangerous.,Sanitation,Neutral,High,Morgaon,2025-08-17,413304,en
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Neutral,High,Katphal,2025-04-05,413111,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Education,Neutral,High,Katphal,2024-04-24,413111,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,High,Baramati,2025-02-05,413102,mr
Electricity supply is irregular in our area.,Water,Negative,Low,Pandare,2024-07-18,413103,en
No water supply in the village since several days.,Education,Neutral,Low,Supa,2024-12-13,413109,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Negative,Low,Pandare,2024-04-24,413103,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Negative,High,Morgaon,2024-10-23,413304,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Neutral,High,Someshwar,2024-06-11,412306,mr
School building is damaged and unsafe.,Electricity,Positive,Low,Pandare,2024-07-13,413103,en
Sanitation facilities are not adequate in the village.,Sanitation,Positive,Medium,Baramati,2024-04-18,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Neutral,Medium,Morgaon,2024-03-08,413304,mr
शाळेची इमारत खराब झाली आहे.,Health,Positive,Medium,Katphal,2024-11-14,413111,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,High,Supa,2024-01-08,413109,mr
Electricity supply is irregular in our area.,Water,Neutral,High,Morgaon,2025-03-17,413304,en
Electricity supply is irregular in our area.,Road,Neutral,Medium,Morgaon,2025-02-11,413304,en
School building is damaged and unsafe.,Road,Neutral,High,Morgaon,2025-08-07,413304,en
No water supply in the village since several days.,Sanitation,Negative,Medium,Someshwar,2025-09-14,412306,en
शाळेची इमारत खराब झाली आहे.,Water,Negative,Medium,Morgaon,2024-02-06,413304,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Neutral,Medium,Nimbut,2024-02-19,413110,mr
Medicines are not available at the PHC.,Health,Positive,Medium,Supa,2024-07-17,413109,en
No water supply in the village since several days.,Electricity,Positive,Low,Baramati,2024-06-17,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Positive,Low,Malegaon,2024-07-22,413115,mr
Electricity supply is irregular in our area.,Electricity,Positive,Medium,Supa,2025-07-28,413109,en
वीज पुरवठा अनियमित आहे.,Road,Neutral,High,Morgaon,2024-11-13,413304,mr
वीज पुरवठा अनियमित आहे.,Road,Neutral,Medium,Someshwar,2024-10-27,412306,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Sanitation,Neutral,Medium,Pandare,2025-05-28,413103,mr
वीज पुरवठा अनियमित आहे.,Water,Positive,Medium,Katphal,2025-08-11,413111,mr
No water supply in the village since several days.,Health,Neutral,High,Katphal,2024-01-10,413111,en
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,High,Morgaon,2024-05-11,413304,mr
Electricity supply is irregular in our area.,Sanitation,Neutral,High,Supa,2024-06-13,413109,en
School building is damaged and unsafe.,Road,Neutral,High,Katphal,2024-12-12,413111,en
Sanitation facilities are not adequate in the village.,Health,Negative,High,Baramati,2024-11-07,413102,en
Medicines are not available at the PHC.,Education,Neutral,High,Nimbut,2025-08-13,413110,en
No water supply in the village since several days.,Road,Neutral,Medium,Someshwar,2024-05-03,412306,en
Medicines are not available at the PHC.,Electricity,Neutral,Medium,Baramati,2024-08-01,413102,en
शाळेची इमारत खराब झाली आहे.,Road,Neutral,High,Pandare,2024-06-28,413103,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Positive,High,Supa,2025-05-08,413109,mr
Medicines are not available at the PHC.,Education,Neutral,Low,Katphal,2024-09-14,413111,en
Road conditions are very poor and dangerous.,Health,Negative,Low,Someshwar,2024-11-11,412306,en
वीज पुरवठा अनियमित आहे.,Sanitation,Neutral,High,Katphal,2025-08-13,413111,mr
शाळेची इमारत खराब झाली आहे.,Health,Positive,Medium,Nimbut,2024-07-22,413110,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Neutral,High,Someshwar,2025-04-21,412306,mr
No water supply in the village since several days.,Sanitation,Positive,Medium,Supa,2025-07-07,413109,en
वीज पुरवठा अनियमित आहे.,Health,Negative,High,Pandare,2025-06-12,413103,mr
Sanitation facilities are not adequate in the village.,Water,Neutral,Medium,Supa,2024-10-18,413109,en
वीज पुरवठा अनियमित आहे.,Education,Neutral,Low,Katphal,2024-09-06,413111,mr
शाळेची इमारत खराब झाली आहे.,Health,Neutral,Medium,Nimbut,2024-11-22,413110,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Low,Malegaon,2025-08-25,413115,mr
Electricity supply is irregular in our area.,Road,Negative,High,Baramati,2025-04-01,413102,en
School building is damaged and unsafe.,Road,Positive,Medium,Supa,2025-05-18,413109,en
शाळेची इमारत खराब झाली आहे.,Health,Negative,Low,Supa,2025-07-14,413109,mr
वीज पुरवठा अनियमित आहे.,Health,Neutral,High,Nimbut,2024-07-01,413110,mr
School building is damaged and unsafe.,Electricity,Negative,Low,Katphal,2024-01-03,413111,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Positive,Low,Baramati,2025-06-03,413102,mr
शाळेची इमारत खराब झाली आहे.,Electricity,Negative,Medium,Pandare,2025-04-08,413103,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Negative,High,Pandare,2024-02-09,413103,mr
Medicines are not available at the PHC.,Road,Positive,Medium,Nimbut,2024-11-26,413110,en
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Neutral,Low,Baramati,2024-12-14,413102,mr
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Positive,Low,Pandare,2025-09-13,413103,mr
शाळेची इमारत खराब झाली आहे.,Water,Positive,High,Supa,2024-06-28,413109,mr
No water supply in the village since several days.,Sanitation,Positive,Medium,Katphal,2024-10-19,413111,en
रस्त्याची स्थिती अतिशय खराब आहे.,Electricity,Neutral,Low,Baramati,2024-03-26,413102,mr
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Low,Morgaon,2024-03-25,413304,mr
वीज पुरवठा अनियमित आहे.,Road,Neutral,Medium,Morgaon,2025-09-09,413304,mr
वीज पुरवठा अनियमित आहे.,Road,Neutral,High,Katphal,2024-11-13,413111,mr
Medicines are not available at the PHC.,Road,Neutral,High,Baramati,2025-07-17,413102,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Education,Positive,Medium,Katphal,2025-07-13,413111,mr
Road conditions are very poor and dangerous.,Electricity,Negative,Low,Malegaon,2024-08-14,413115,en
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Medium,Morgaon,2024-08-07,413304,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,Low,Baramati,2024-12-22,413102,mr
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Neutral,Low,Malegaon,2024-09-05,413115,mr
Sanitation facilities are not adequate in the village.,Road,Positive,Low,Nimbut,2025-03-27,413110,en
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Negative,Medium,Someshwar,2024-10-19,412306,mr
